session,treatment,period,id,type,v,payoff,pay0,pay1,cv,cd,totalOtherV,R0,endowment,payScale
2024-11-12-114433,4,21,3,1,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,21,4,1,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,21,5,2,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,21,6,2,1,15,13,15,1,5,0,1.5,6,3
2024-11-12-114433,4,21,7,2,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,21,8,1,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,21,9,2,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,21,10,1,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,22,1,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,22,2,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,22,3,1,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,22,4,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,22,5,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,22,6,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,22,7,2,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,22,8,1,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,22,9,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,22,10,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,23,1,2,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,23,2,1,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,23,3,1,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,23,4,1,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,23,5,2,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,23,6,2,1,15,13,15,1,5,0,1.5,6,3
2024-11-12-114433,4,23,7,2,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,23,8,1,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,23,9,2,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,23,10,1,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,24,1,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,24,2,1,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,24,3,1,1,15,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,24,4,1,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,24,5,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,24,6,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,24,7,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,24,8,1,1,15,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,24,9,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,24,10,1,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,25,1,2,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,25,2,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,25,3,1,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,25,4,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,25,5,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,25,6,2,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,25,7,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,25,8,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,25,9,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,25,10,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,26,1,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,26,2,1,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,26,3,1,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,26,4,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,26,5,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,26,6,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,26,7,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,26,8,1,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,26,9,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,26,10,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,27,1,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,27,2,1,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,27,3,1,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,27,4,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,27,5,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,27,6,2,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,27,7,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,27,8,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,27,9,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,27,10,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,28,1,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,28,2,1,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,28,3,1,1,15,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,28,4,1,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,28,5,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,28,6,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,28,7,2,1,15,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,28,8,1,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,28,9,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,28,10,1,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,29,1,2,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,29,2,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,29,3,1,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,29,4,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,29,5,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,29,6,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,29,7,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,29,8,1,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,29,9,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,29,10,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,30,1,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,30,2,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,30,3,1,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,30,4,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,30,5,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,30,6,2,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,30,7,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,30,8,1,1,15,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,30,9,2,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,30,10,1,0,17.3,17.3,15,1,5,3,1.5,6,3
2024-11-12-114433,4,31,1,2,1,15,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,31,2,1,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,31,3,1,1,15,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,31,4,1,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,31,5,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,31,6,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,31,7,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,31,8,1,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,31,9,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,31,10,1,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,32,1,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,32,2,1,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,32,3,1,1,15,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,32,4,1,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,32,5,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,32,6,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,32,7,2,1,15,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,32,8,1,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,32,9,2,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,32,10,1,0,15.5,15.5,15,1,5,2,1.5,6,3
2024-11-12-114433,4,33,1,2,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,33,2,1,0,14.1,14.1,15,1,5,1,1.5,6,3
2024-11-12-114433,4,33,3,1,1,15,13,15,1,5,0,1.5,6,3
